"Category","Item","Date","Sale value","Tax","Refunded","Payment method","Payment status","Sale reference","Sold by","Paying Customer email","Paying Customer name","Customer email","Customer name","Location","Note"
"Appointment","30 Min Private Lesson","2025-09-22, 12:24 AM","50.00","0.00","0.00","Card","Succeeded","200000269","","isabella.thomas@example.com","Isabella Thomas","isabella.thomas@example.com","Isabella Thomas","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-16, 1:52 PM","95.00","0.00","0.00","Card","Succeeded","200000270","","thomas.lopez@example.com","Thomas Lopez","thomas.lopez@example.com","Thomas Lopez","Main Studio",""
"Product","Grip Aid","2025-09-08, 3:41 AM","15.00","0.00","0.00","Card","Succeeded","200000271","","harper.rodriguez@example.com","Harper Rodriguez","harper.rodriguez@example.com","Harper Rodriguez","Main Studio",""
"Product","Studio Merchandise","2025-09-27, 11:12 AM","25.00","0.00","0.00","Card","Succeeded","200000272","","harper.taylor@example.com","Harper Taylor","harper.taylor@example.com","Harper Taylor","Main Studio",""
"Product","Dry Hands 2oz","2025-09-02, 9:25 AM","11.40","0.00","0.00","Card","Succeeded","200000273","","robert.miller@example.com","Robert Miller","robert.miller@example.com","Robert Miller","Main Studio",""
"Pack","New Flyer 3 Class Pack","2025-09-25, 7:51 PM","59.00","0.00","0.00","Card","Succeeded","200000274","","harper.smith@example.com","Harper Smith","harper.smith@example.com","Harper Smith","Main Studio",""
"Class","Intro to Pole: Dance","2025-09-02, 11:55 PM","35.00","0.00","0.00","Card","Succeeded","200000275","","mia.anderson@example.com","Mia Anderson","mia.anderson@example.com","Mia Anderson","Main Studio",""
"Product","Dry Hands 2oz","2025-09-12, 1:17 PM","11.40","0.00","0.00","Card","Succeeded","200000276","","david.martinez@example.com","David Martinez","david.martinez@example.com","David Martinez","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-05, 2:29 PM","95.00","0.00","0.00","Card","Succeeded","200000277","","charlotte.rodriguez@example.com","Charlotte Rodriguez","charlotte.rodriguez@example.com","Charlotte Rodriguez","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-01, 7:31 PM","50.00","0.00","0.00","Card","Succeeded","200000278","","robert.davis@example.com","Robert Davis","robert.davis@example.com","Robert Davis","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-28, 11:49 AM","95.00","0.00","0.00","Card","Succeeded","200000279","","olivia.wilson@example.com","Olivia Wilson","olivia.wilson@example.com","Olivia Wilson","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-20, 10:11 PM","95.00","0.00","0.00","Card","Succeeded","200000280","","daniel.martinez@example.com","Daniel Martinez","daniel.martinez@example.com","Daniel Martinez","Main Studio",""
"Product","Studio Merchandise","2025-09-04, 12:37 AM","25.00","0.00","0.00","Card","Succeeded","200000281","","thomas.garcia@example.com","Thomas Garcia","thomas.garcia@example.com","Thomas Garcia","Main Studio",""
"Class","Pole Level 1","2025-09-09, 4:16 AM","35.00","0.00","0.00","Card","Succeeded","200000282","","charlotte.johnson@example.com","Charlotte Johnson","charlotte.johnson@example.com","Charlotte Johnson","Main Studio",""
"Product","Dry Hands 2oz","2025-09-02, 11:49 AM","11.40","0.00","0.00","Card","Succeeded","200000283","","emma.anderson@example.com","Emma Anderson","emma.anderson@example.com","Emma Anderson","Main Studio",""
"Class","Pole Level 2","2025-09-17, 12:15 PM","35.00","0.00","0.00","Card","Succeeded","200000284","","ava.wilson@example.com","Ava Wilson","ava.wilson@example.com","Ava Wilson","Main Studio",""
"Pack","10 Class Package","2025-09-11, 11:57 AM","280.00","0.00","0.00","Card","Succeeded","200000285","","joseph.williams@example.com","Joseph Williams","joseph.williams@example.com","Joseph Williams","Main Studio",""
"Subscription","4-Class Monthly Membership","2025-09-07, 4:11 AM","99.00","0.00","0.00","Card","Succeeded","200000286","","michael.thomas@example.com","Michael Thomas","michael.thomas@example.com","Michael Thomas","Main Studio",""
"Class","Intro to Pole: Dance","2025-09-24, 2:37 AM","35.00","0.00","0.00","Card","Succeeded","200000287","","ava.martin@example.com","Ava Martin","ava.martin@example.com","Ava Martin","Main Studio",""
"Class","Pole Level 1","2025-09-22, 12:50 PM","35.00","0.00","0.00","Card","Succeeded","200000288","","james.smith@example.com","James Smith","james.smith@example.com","James Smith","Main Studio",""
"Subscription","12-Class Monthly Membership-$269","2025-09-16, 3:18 AM","269.00","0.00","0.00","Card","Succeeded","200000289","","charlotte.smith@example.com","Charlotte Smith","charlotte.smith@example.com","Charlotte Smith","Main Studio",""
"Product","Studio Merchandise","2025-09-27, 11:40 PM","25.00","0.00","0.00","Card","Succeeded","200000290","","john.garcia@example.com","John Garcia","john.garcia@example.com","John Garcia","Main Studio",""
"Subscription","4-Class Monthly Membership","2025-09-22, 12:21 PM","99.00","0.00","0.00","Card","Succeeded","200000291","","william.miller@example.com","William Miller","william.miller@example.com","William Miller","Main Studio",""
"Class","Intro to Pole: Dance","2025-09-16, 6:49 PM","35.00","0.00","0.00","Card","Succeeded","200000292","","michael.rodriguez@example.com","Michael Rodriguez","michael.rodriguez@example.com","Michael Rodriguez","Main Studio",""
"Pack","5 Class Package","2025-09-22, 11:42 PM","150.00","0.00","0.00","Card","Succeeded","200000293","","william.davis@example.com","William Davis","william.davis@example.com","William Davis","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-06, 12:09 AM","95.00","0.00","0.00","Card","Succeeded","200000294","","robert.taylor@example.com","Robert Taylor","robert.taylor@example.com","Robert Taylor","Main Studio",""
"Pack","10 Class Package","2025-09-11, 9:05 PM","280.00","0.00","0.00","Card","Succeeded","200000295","","michael.williams@example.com","Michael Williams","michael.williams@example.com","Michael Williams","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-11, 3:24 PM","95.00","0.00","0.00","Card","Succeeded","200000296","","harper.jackson@example.com","Harper Jackson","harper.jackson@example.com","Harper Jackson","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-26, 8:34 AM","95.00","0.00","0.00","Card","Succeeded","200000297","","robert.martinez@example.com","Robert Martinez","robert.martinez@example.com","Robert Martinez","Main Studio",""
"Class","Intro to Pole: Dance","2025-09-13, 4:59 AM","35.00","0.00","0.00","Card","Succeeded","200000298","","evelyn.martin@example.com","Evelyn Martin","evelyn.martin@example.com","Evelyn Martin","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-03, 6:01 AM","95.00","0.00","0.00","Card","Succeeded","200000299","","robert.hernandez@example.com","Robert Hernandez","robert.hernandez@example.com","Robert Hernandez","Main Studio",""
"Subscription","8-Class Monthly Membership- $189","2025-09-16, 5:58 AM","189.00","0.00","0.00","Card","Succeeded","200000300","","isabella.miller@example.com","Isabella Miller","isabella.miller@example.com","Isabella Miller","Main Studio",""
"Product","Grip Aid","2025-09-04, 1:19 AM","15.00","0.00","0.00","Card","Succeeded","200000301","","evelyn.lopez@example.com","Evelyn Lopez","evelyn.lopez@example.com","Evelyn Lopez","Main Studio",""
"Product","Grip Aid","2025-09-19, 1:11 PM","15.00","0.00","0.00","Card","Succeeded","200000302","","joseph.miller@example.com","Joseph Miller","joseph.miller@example.com","Joseph Miller","Main Studio",""
"Class","Pole Level 1","2025-09-26, 8:02 PM","35.00","0.00","0.00","Card","Succeeded","200000303","","mia.martin@example.com","Mia Martin","mia.martin@example.com","Mia Martin","Main Studio",""
"Pack","New Flyer 3 Class Pack","2025-09-19, 12:45 PM","59.00","0.00","0.00","Card","Succeeded","200000304","","david.smith@example.com","David Smith","david.smith@example.com","David Smith","Main Studio",""
"Product","Studio Merchandise","2025-09-06, 1:08 AM","25.00","0.00","0.00","Card","Succeeded","200000305","","robert.lopez@example.com","Robert Lopez","robert.lopez@example.com","Robert Lopez","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-11, 1:17 AM","95.00","0.00","0.00","Card","Succeeded","200000306","","william.martin@example.com","William Martin","william.martin@example.com","William Martin","Main Studio",""
"Subscription","Unlimited Monthly Membership","2025-09-04, 7:08 AM","315.00","0.00","0.00","Card","Succeeded","200000307","","william.jones@example.com","William Jones","william.jones@example.com","William Jones","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-24, 9:25 PM","95.00","0.00","0.00","Card","Succeeded","200000308","","emma.hernandez@example.com","Emma Hernandez","emma.hernandez@example.com","Emma Hernandez","Main Studio",""
"Class","Pole Level 2","2025-09-12, 6:49 PM","35.00","0.00","0.00","Card","Succeeded","200000309","","william.gonzalez@example.com","William Gonzalez","william.gonzalez@example.com","William Gonzalez","Main Studio",""
"Product","Grip Aid","2025-09-28, 1:13 PM","15.00","0.00","0.00","Card","Succeeded","200000310","","david.williams@example.com","David Williams","david.williams@example.com","David Williams","Main Studio",""
"Class","Pole Level 1","2025-09-11, 2:06 AM","35.00","0.00","0.00","Card","Succeeded","200000311","","emma.davis@example.com","Emma Davis","emma.davis@example.com","Emma Davis","Main Studio",""
"Subscription","8-Class Monthly Membership- $189","2025-09-11, 8:07 PM","189.00","0.00","0.00","Card","Succeeded","200000312","","amelia.thomas@example.com","Amelia Thomas","amelia.thomas@example.com","Amelia Thomas","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-03, 6:38 PM","95.00","0.00","0.00","Card","Succeeded","200000313","","amelia.jackson@example.com","Amelia Jackson","amelia.jackson@example.com","Amelia Jackson","Main Studio",""
"Class","Pole Level 2","2025-09-09, 2:21 PM","35.00","0.00","0.00","Card","Succeeded","200000314","","robert.anderson@example.com","Robert Anderson","robert.anderson@example.com","Robert Anderson","Main Studio",""
"Class","Pole Level 2","2025-09-02, 4:50 PM","35.00","0.00","0.00","Card","Succeeded","200000315","","michael.moore@example.com","Michael Moore","michael.moore@example.com","Michael Moore","Main Studio",""
"Subscription","12-Class Monthly Membership-$269","2025-09-04, 3:34 PM","269.00","0.00","0.00","Card","Succeeded","200000316","","daniel.gonzalez@example.com","Daniel Gonzalez","daniel.gonzalez@example.com","Daniel Gonzalez","Main Studio",""
"Pack","10 Class Package","2025-09-28, 1:54 PM","280.00","0.00","0.00","Card","Succeeded","200000317","","sophia.gonzalez@example.com","Sophia Gonzalez","sophia.gonzalez@example.com","Sophia Gonzalez","Main Studio",""
"Class","Pole Level 1","2025-09-07, 1:26 PM","35.00","0.00","0.00","Card","Succeeded","200000318","","mia.johnson@example.com","Mia Johnson","mia.johnson@example.com","Mia Johnson","Main Studio",""
"Subscription","Unlimited Monthly Membership","2025-09-08, 8:53 AM","315.00","0.00","0.00","Card","Succeeded","200000319","","ava.martinez@example.com","Ava Martinez","ava.martinez@example.com","Ava Martinez","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-19, 2:09 PM","50.00","0.00","0.00","Card","Succeeded","200000320","","harper.williams@example.com","Harper Williams","harper.williams@example.com","Harper Williams","Main Studio",""
"Pack","New Flyer 3 Class Pack","2025-09-09, 4:07 PM","59.00","0.00","0.00","Card","Succeeded","200000321","","joseph.garcia@example.com","Joseph Garcia","joseph.garcia@example.com","Joseph Garcia","Main Studio",""
"Product","Dry Hands 2oz","2025-09-25, 4:41 PM","11.40","0.00","0.00","Card","Succeeded","200000322","","emma.lopez@example.com","Emma Lopez","emma.lopez@example.com","Emma Lopez","Main Studio",""
"Pack","10 Class Package","2025-09-21, 4:44 PM","280.00","0.00","0.00","Card","Succeeded","200000323","","john.thomas@example.com","John Thomas","john.thomas@example.com","John Thomas","Main Studio",""
"Pack","New Flyer 3 Class Pack","2025-09-08, 1:16 PM","59.00","0.00","0.00","Card","Succeeded","200000324","","ava.jackson@example.com","Ava Jackson","ava.jackson@example.com","Ava Jackson","Main Studio",""
"Subscription","8-Class Monthly Membership- $189","2025-09-27, 7:27 AM","189.00","0.00","0.00","Card","Succeeded","200000325","","amelia.taylor@example.com","Amelia Taylor","amelia.taylor@example.com","Amelia Taylor","Main Studio",""
"Product","Dry Hands 2oz","2025-09-17, 8:15 AM","11.40","0.00","0.00","Card","Succeeded","200000326","","thomas.johnson@example.com","Thomas Johnson","thomas.johnson@example.com","Thomas Johnson","Main Studio",""
"Class","Intro to Pole: Dance","2025-09-28, 8:14 AM","35.00","0.00","0.00","Card","Succeeded","200000327","","ava.martin@example.com","Ava Martin","ava.martin@example.com","Ava Martin","Main Studio",""
"Pack","New Flyer 6 Class Pack","2025-09-22, 10:35 PM","69.00","0.00","0.00","Card","Succeeded","200000328","","john.jones@example.com","John Jones","john.jones@example.com","John Jones","Main Studio",""
"Product","Dry Hands 2oz","2025-09-27, 3:25 AM","11.40","0.00","0.00","Card","Succeeded","200000329","","michael.jones@example.com","Michael Jones","michael.jones@example.com","Michael Jones","Main Studio",""
"Product","Dry Hands 2oz","2025-09-13, 11:25 AM","11.40","0.00","0.00","Card","Succeeded","200000330","","isabella.gonzalez@example.com","Isabella Gonzalez","isabella.gonzalez@example.com","Isabella Gonzalez","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-18, 10:38 PM","95.00","0.00","0.00","Card","Succeeded","200000331","","harper.martinez@example.com","Harper Martinez","harper.martinez@example.com","Harper Martinez","Main Studio",""
"Class","Pole Level 2","2025-09-27, 3:10 PM","35.00","0.00","0.00","Card","Succeeded","200000332","","ava.smith@example.com","Ava Smith","ava.smith@example.com","Ava Smith","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-24, 5:24 AM","95.00","0.00","0.00","Card","Succeeded","200000333","","charlotte.jones@example.com","Charlotte Jones","charlotte.jones@example.com","Charlotte Jones","Main Studio",""
"Subscription","Unlimited Monthly Membership","2025-09-24, 10:01 AM","315.00","0.00","0.00","Card","Succeeded","200000334","","evelyn.miller@example.com","Evelyn Miller","evelyn.miller@example.com","Evelyn Miller","Main Studio",""
"Class","Intro to Pole: Dance","2025-09-14, 7:56 AM","35.00","0.00","0.00","Card","Succeeded","200000335","","michael.brown@example.com","Michael Brown","michael.brown@example.com","Michael Brown","Main Studio",""
"Subscription","12-Class Monthly Membership-$269","2025-09-22, 11:36 PM","269.00","0.00","0.00","Card","Succeeded","200000336","","charlotte.smith@example.com","Charlotte Smith","charlotte.smith@example.com","Charlotte Smith","Main Studio",""
"Product","Studio Merchandise","2025-09-11, 7:08 PM","25.00","0.00","0.00","Card","Succeeded","200000337","","david.moore@example.com","David Moore","david.moore@example.com","David Moore","Main Studio",""
"Pack","New Flyer 3 Class Pack","2025-09-28, 3:09 PM","59.00","0.00","0.00","Card","Succeeded","200000338","","sophia.brown@example.com","Sophia Brown","sophia.brown@example.com","Sophia Brown","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-08, 1:43 AM","95.00","0.00","0.00","Card","Succeeded","200000339","","john.smith@example.com","John Smith","john.smith@example.com","John Smith","Main Studio",""
"Subscription","12-Class Monthly Membership-$269","2025-09-26, 6:33 AM","269.00","0.00","0.00","Card","Succeeded","200000340","","evelyn.smith@example.com","Evelyn Smith","evelyn.smith@example.com","Evelyn Smith","Main Studio",""
"Class","Intro to Pole: Dance","2025-09-26, 8:06 PM","35.00","0.00","0.00","Card","Succeeded","200000341","","daniel.wilson@example.com","Daniel Wilson","daniel.wilson@example.com","Daniel Wilson","Main Studio",""
"Subscription","Unlimited Monthly Membership","2025-09-26, 3:40 PM","315.00","0.00","0.00","Card","Succeeded","200000342","","joseph.lopez@example.com","Joseph Lopez","joseph.lopez@example.com","Joseph Lopez","Main Studio",""
"Pack","5 Class Package","2025-09-07, 10:35 PM","150.00","0.00","0.00","Card","Succeeded","200000343","","michael.miller@example.com","Michael Miller","michael.miller@example.com","Michael Miller","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-13, 9:52 PM","95.00","0.00","0.00","Card","Succeeded","200000344","","isabella.jones@example.com","Isabella Jones","isabella.jones@example.com","Isabella Jones","Main Studio",""
"Pack","10 Class Package","2025-09-08, 6:47 PM","280.00","0.00","0.00","Card","Succeeded","200000345","","sophia.garcia@example.com","Sophia Garcia","sophia.garcia@example.com","Sophia Garcia","Main Studio",""
"Class","Pole Level 2","2025-09-06, 9:58 AM","35.00","0.00","0.00","Card","Succeeded","200000346","","olivia.williams@example.com","Olivia Williams","olivia.williams@example.com","Olivia Williams","Main Studio",""
"Subscription","8-Class Monthly Membership- $189","2025-09-19, 9:12 PM","189.00","0.00","0.00","Card","Succeeded","200000347","","robert.anderson@example.com","Robert Anderson","robert.anderson@example.com","Robert Anderson","Main Studio",""
"Product","Dry Hands 2oz","2025-09-03, 1:58 PM","11.40","0.00","0.00","Card","Succeeded","200000348","","amelia.jones@example.com","Amelia Jones","amelia.jones@example.com","Amelia Jones","Main Studio",""
"Product","Studio Merchandise","2025-09-04, 11:17 AM","25.00","0.00","0.00","Card","Succeeded","200000349","","daniel.jones@example.com","Daniel Jones","daniel.jones@example.com","Daniel Jones","Main Studio",""
"Subscription","Unlimited Monthly Membership","2025-09-22, 2:31 PM","315.00","0.00","0.00","Card","Succeeded","200000350","","mia.davis@example.com","Mia Davis","mia.davis@example.com","Mia Davis","Main Studio",""
"Pack","10 Class Package","2025-09-05, 2:36 AM","280.00","0.00","0.00","Card","Succeeded","200000351","","charles.jackson@example.com","Charles Jackson","charles.jackson@example.com","Charles Jackson","Main Studio",""
"Subscription","Unlimited Monthly Membership","2025-09-19, 4:43 PM","315.00","0.00","0.00","Card","Succeeded","200000352","","joseph.martin@example.com","Joseph Martin","joseph.martin@example.com","Joseph Martin","Main Studio",""
"Subscription","4-Class Monthly Membership","2025-09-13, 1:31 PM","99.00","0.00","0.00","Card","Succeeded","200000353","","charlotte.thomas@example.com","Charlotte Thomas","charlotte.thomas@example.com","Charlotte Thomas","Main Studio",""
"Class","Pole Level 1","2025-09-09, 12:23 AM","35.00","0.00","0.00","Card","Succeeded","200000354","","isabella.taylor@example.com","Isabella Taylor","isabella.taylor@example.com","Isabella Taylor","Main Studio",""
"Subscription","8-Class Monthly Membership- $189","2025-09-03, 9:37 PM","189.00","0.00","0.00","Card","Succeeded","200000355","","michael.lopez@example.com","Michael Lopez","michael.lopez@example.com","Michael Lopez","Main Studio",""
"Product","Studio Merchandise","2025-09-06, 4:10 AM","25.00","0.00","0.00","Card","Succeeded","200000356","","thomas.moore@example.com","Thomas Moore","thomas.moore@example.com","Thomas Moore","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-20, 1:17 AM","50.00","0.00","0.00","Card","Succeeded","200000357","","john.williams@example.com","John Williams","john.williams@example.com","John Williams","Main Studio",""
"Class","Pole Level 2","2025-09-09, 7:18 PM","35.00","0.00","0.00","Card","Succeeded","200000358","","william.williams@example.com","William Williams","william.williams@example.com","William Williams","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-12, 4:50 AM","50.00","0.00","0.00","Card","Succeeded","200000359","","john.jackson@example.com","John Jackson","john.jackson@example.com","John Jackson","Main Studio",""
"Product","Grip Aid","2025-09-13, 10:13 PM","15.00","0.00","0.00","Card","Succeeded","200000360","","david.taylor@example.com","David Taylor","david.taylor@example.com","David Taylor","Main Studio",""
"Subscription","4-Class Monthly Membership","2025-09-26, 7:05 AM","99.00","0.00","0.00","Card","Succeeded","200000361","","thomas.miller@example.com","Thomas Miller","thomas.miller@example.com","Thomas Miller","Main Studio",""
"Product","Studio Merchandise","2025-09-17, 12:24 AM","25.00","0.00","0.00","Card","Succeeded","200000362","","david.davis@example.com","David Davis","david.davis@example.com","David Davis","Main Studio",""
"Pack","10 Class Package","2025-09-25, 11:50 AM","280.00","0.00","0.00","Card","Succeeded","200000363","","robert.williams@example.com","Robert Williams","robert.williams@example.com","Robert Williams","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-16, 11:46 PM","95.00","0.00","0.00","Card","Succeeded","200000364","","isabella.moore@example.com","Isabella Moore","isabella.moore@example.com","Isabella Moore","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-20, 4:22 AM","50.00","0.00","0.00","Card","Succeeded","200000365","","joseph.lopez@example.com","Joseph Lopez","joseph.lopez@example.com","Joseph Lopez","Main Studio",""
"Product","Studio Merchandise","2025-09-22, 9:53 PM","25.00","0.00","0.00","Card","Succeeded","200000366","","amelia.martinez@example.com","Amelia Martinez","amelia.martinez@example.com","Amelia Martinez","Main Studio",""
"Pack","New Flyer 6 Class Pack","2025-09-12, 2:14 AM","69.00","0.00","0.00","Card","Succeeded","200000367","","evelyn.wilson@example.com","Evelyn Wilson","evelyn.wilson@example.com","Evelyn Wilson","Main Studio",""
"Product","Dry Hands 2oz","2025-09-22, 4:48 AM","11.40","0.00","0.00","Card","Succeeded","200000368","","william.martin@example.com","William Martin","william.martin@example.com","William Martin","Main Studio",""
"Class","Pole Level 1","2025-09-18, 5:45 AM","35.00","0.00","0.00","Card","Succeeded","200000369","","daniel.jackson@example.com","Daniel Jackson","daniel.jackson@example.com","Daniel Jackson","Main Studio",""
"Product","Dry Hands 2oz","2025-09-05, 6:33 PM","11.40","0.00","0.00","Card","Succeeded","200000370","","sophia.miller@example.com","Sophia Miller","sophia.miller@example.com","Sophia Miller","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-27, 12:45 PM","95.00","0.00","0.00","Card","Succeeded","200000371","","thomas.wilson@example.com","Thomas Wilson","thomas.wilson@example.com","Thomas Wilson","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-02, 2:25 PM","95.00","0.00","0.00","Card","Succeeded","200000372","","charles.smith@example.com","Charles Smith","charles.smith@example.com","Charles Smith","Main Studio",""
"Pack","New Flyer 6 Class Pack","2025-09-20, 4:58 PM","69.00","0.00","0.00","Card","Succeeded","200000373","","evelyn.williams@example.com","Evelyn Williams","evelyn.williams@example.com","Evelyn Williams","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-22, 8:18 PM","50.00","0.00","0.00","Card","Succeeded","200000374","","mia.jones@example.com","Mia Jones","mia.jones@example.com","Mia Jones","Main Studio",""
"Class","Intro to Pole: Dance","2025-09-20, 3:06 AM","35.00","0.00","0.00","Card","Succeeded","200000375","","charlotte.brown@example.com","Charlotte Brown","charlotte.brown@example.com","Charlotte Brown","Main Studio",""
"Class","Pole Level 2","2025-09-25, 5:12 PM","35.00","0.00","0.00","Card","Succeeded","200000376","","charlotte.martin@example.com","Charlotte Martin","charlotte.martin@example.com","Charlotte Martin","Main Studio",""
"Class","Pole Level 1","2025-09-05, 8:57 PM","35.00","0.00","0.00","Card","Succeeded","200000377","","ava.garcia@example.com","Ava Garcia","ava.garcia@example.com","Ava Garcia","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-22, 2:36 PM","50.00","0.00","0.00","Card","Succeeded","200000378","","thomas.garcia@example.com","Thomas Garcia","thomas.garcia@example.com","Thomas Garcia","Main Studio",""
"Product","Studio Merchandise","2025-09-12, 4:46 AM","25.00","0.00","0.00","Card","Succeeded","200000379","","james.martinez@example.com","James Martinez","james.martinez@example.com","James Martinez","Main Studio",""
"Class","Intro to Pole: Dance","2025-09-21, 3:09 PM","35.00","0.00","0.00","Card","Succeeded","200000380","","sophia.thomas@example.com","Sophia Thomas","sophia.thomas@example.com","Sophia Thomas","Main Studio",""
"Class","Intro to Pole: Dance","2025-09-01, 12:07 PM","35.00","0.00","0.00","Card","Succeeded","200000381","","robert.williams@example.com","Robert Williams","robert.williams@example.com","Robert Williams","Main Studio",""
"Pack","New Flyer 6 Class Pack","2025-09-20, 1:05 AM","69.00","0.00","0.00","Card","Succeeded","200000382","","harper.garcia@example.com","Harper Garcia","harper.garcia@example.com","Harper Garcia","Main Studio",""
"Pack","5 Class Package","2025-09-05, 4:25 PM","150.00","0.00","0.00","Card","Succeeded","200000383","","michael.taylor@example.com","Michael Taylor","michael.taylor@example.com","Michael Taylor","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-22, 11:51 AM","95.00","0.00","0.00","Card","Succeeded","200000384","","william.thomas@example.com","William Thomas","william.thomas@example.com","William Thomas","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-22, 12:26 AM","50.00","0.00","0.00","Card","Succeeded","200000385","","evelyn.anderson@example.com","Evelyn Anderson","evelyn.anderson@example.com","Evelyn Anderson","Main Studio",""
"Pack","10 Class Package","2025-09-15, 8:13 AM","280.00","0.00","0.00","Card","Succeeded","200000386","","isabella.martinez@example.com","Isabella Martinez","isabella.martinez@example.com","Isabella Martinez","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-12, 7:35 PM","50.00","0.00","0.00","Card","Succeeded","200000387","","david.lopez@example.com","David Lopez","david.lopez@example.com","David Lopez","Main Studio",""
"Subscription","8-Class Monthly Membership- $189","2025-09-23, 6:15 AM","189.00","0.00","0.00","Card","Succeeded","200000388","","joseph.gonzalez@example.com","Joseph Gonzalez","joseph.gonzalez@example.com","Joseph Gonzalez","Main Studio",""
"Class","Pole Level 2","2025-09-05, 1:04 AM","35.00","0.00","0.00","Card","Succeeded","200000389","","sophia.gonzalez@example.com","Sophia Gonzalez","sophia.gonzalez@example.com","Sophia Gonzalez","Main Studio",""
"Pack","10 Class Package","2025-09-07, 12:57 PM","280.00","0.00","0.00","Card","Succeeded","200000390","","amelia.anderson@example.com","Amelia Anderson","amelia.anderson@example.com","Amelia Anderson","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-10, 7:20 AM","50.00","0.00","0.00","Card","Succeeded","200000391","","emma.anderson@example.com","Emma Anderson","emma.anderson@example.com","Emma Anderson","Main Studio",""
"Class","Pole Level 2","2025-09-10, 12:24 AM","35.00","0.00","0.00","Card","Succeeded","200000392","","john.lopez@example.com","John Lopez","john.lopez@example.com","John Lopez","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-10, 11:02 AM","95.00","0.00","0.00","Card","Succeeded","200000393","","john.taylor@example.com","John Taylor","john.taylor@example.com","John Taylor","Main Studio",""
"Appointment","30 Min Private Lesson","2025-09-17, 9:17 PM","50.00","0.00","0.00","Card","Succeeded","200000394","","charlotte.jackson@example.com","Charlotte Jackson","charlotte.jackson@example.com","Charlotte Jackson","Main Studio",""
"Class","Pole Level 1","2025-09-06, 4:48 AM","35.00","0.00","0.00","Card","Succeeded","200000395","","james.jackson@example.com","James Jackson","james.jackson@example.com","James Jackson","Main Studio",""
"Pack","5 Class Package","2025-09-12, 5:04 AM","150.00","0.00","0.00","Card","Succeeded","200000396","","harper.jones@example.com","Harper Jones","harper.jones@example.com","Harper Jones","Main Studio",""
"Class","Pole Level 1","2025-09-20, 5:56 PM","35.00","0.00","0.00","Card","Succeeded","200000397","","ava.garcia@example.com","Ava Garcia","ava.garcia@example.com","Ava Garcia","Main Studio",""
"Product","Studio Merchandise","2025-09-22, 1:16 PM","25.00","0.00","0.00","Card","Succeeded","200000398","","john.jones@example.com","John Jones","john.jones@example.com","John Jones","Main Studio",""
"Appointment","1 Hr Private Lesson","2025-09-02, 7:20 AM","95.00","0.00","0.00","Card","Succeeded","200000399","","charles.jackson@example.com","Charles Jackson","charles.jackson@example.com","Charles Jackson","Main Studio",""
"Pack","New Flyer 3 Class Pack","2025-09-23, 1:05 AM","59.00","0.00","0.00","Card","Succeeded","200000400","","mia.jackson@example.com","Mia Jackson","mia.jackson@example.com","Mia Jackson","Main Studio",""
"Class","Pole Level 1","2025-09-10, 2:15 PM","35.00","0.00","0.00","Card","Succeeded","200000401","","robert.jackson@example.com","Robert Jackson","robert.jackson@example.com","Robert Jackson","Main Studio",""
"Class","Intro to Pole: Dance","2025-09-22, 2:30 PM","35.00","0.00","0.00","Card","Succeeded","200000402","","ava.miller@example.com","Ava Miller","ava.miller@example.com","Ava Miller","Main Studio",""
"Product","Studio Merchandise","2025-09-23, 1:08 AM","25.00","0.00","0.00","Card","Succeeded","200000403","","emma.martinez@example.com","Emma Martinez","emma.martinez@example.com","Emma Martinez","Main Studio",""
